G1	D	p	lam	q	tau
0.02881125840532825	501	50	0	0	7254627.459976931
0.02694618976913827	501	50	0	0	7391507.223372723
0.02520185452711736	501	50	0	0	7528386.986768514
0.02357043712108063	501	50	0	0	7665266.750164305
0.02204462792533902	501	50	0	0	7802146.513560097
0.02061759049567959	501	50	0	0	7939026.276955888
0.01928293093842479	501	50	0	0	8075906.040351678
0.01803466926234542	501	50	0	0	8212785.80374747
0.01686721258510393	501	50	0	0	8349665.567143261
0.01577533007410354	501	50	0	0	8486545.330539051
0.01475412950964317	501	50	0	0	8623425.093934843
0.01379903536500034	501	50	0	0	8760304.857330633
0.01290576830574702	501	50	0	0	8897184.620726425
0.01207032601599115	501	50	0	0	9034064.384122217
0.01128896526580797	501	50	0	0	9170944.147518007
0.01055818513963743	501	50	0	0	9307823.910913799
0.009874711350259928	501	50	0	0	9444703.674309589
0.009235481568217735	501	50	0	0	9581583.437705381
0.008637631700963207	501	50	0	0	9718463.201101173
0.008078483060188119	501	50	0	0	9855342.964496965
0.00755553035983542	501	50	0	0	9992222.727892755
0.007066430491104736	501	50	0	0	10129102.49128855
0.006608992024048937	501	50	0	0	10265982.25468434
0.006181165388793599	501	50	0	0	10402862.01808013
0.005781033692369786	501	50	0	0	10539741.78147592
0.005406804129998309	501	50	0	0	10676621.54487171
0.005056799952359519	501	50	0	0	10813501.3082675
0.004729452952865915	501	50	0	0	10950381.07166329
0.004423296441248483	501	50	0	0	11087260.83505908
0.004136958671997277	501	50	0	0	11224140.59845487
0.003869156698203453	501	50	0	0	11361020.36185067
0.003618690623281601	501	50	0	0	11497900.12524646
0.00338443822477072	501	50	0	0	11634779.88864225
0.00316534992618419	501	50	0	0	11771659.65203804
0.002960444094345024	501	50	0	0	11908539.41543383
0.002768802641136894	501	50	0	0	12045419.17882962
0.002589566909982257	501	50	0	0	12182298.94222541
0.002421933828595384	501	50	0	0	12319178.70562121
0.0022651523107912	501	50	0	0	12456058.469017
0.002118519891213179	501	50	0	0	12592938.23241279
0.00198137957791483	501	50	0	0	12729817.99580858
0.001853116908678228	501	50	0	0	12866697.75920437
0.001733157197897717	501	50	0	0	13003577.52260016
0.001620962961676272	501	50	0	0	13140457.28599595
0.001516031509613443	501	50	0	0	13277337.04939174
0.001417892692479052	501	50	0	0	13414216.81278753
0.001326106795694858	501	50	0	0	13551096.57618332
0.001240262569174405	501	50	0	0	13687976.33957911
0.001159975384704507	501	50	0	0	13824856.10297491
0.001084885512602501	501	50	0	0	13961735.8663707
0.001014656509935006	501	50	0	0	14098615.62976649
0.0009489737130729683	501	50	0	0	14235495.39316228
0.0008875428278300214	501	50	0	0	14372375.15655807
0.000830088610865257	501	50	0	0	14509254.91995386
0.0007763536364472671	501	50	0	0	14646134.68334965
0.0007260971430465513	501	50	0	0	14783014.44674545
0.0006790939545963064	501	50	0	0	14919894.21014124
0.0006351334715821984	501	50	0	0	15056773.97353703
0.0005940187274438798	501	50	0	0	15193653.73693282
0.000555565506058369	501	50	0	0	15330533.50032861
0.0005196015163529099	501	50	0	0	15467413.2637244
0.0004859656203492068	501	50	0	0	15604293.02712019
0.0004545071111779861	501	50	0	0	15741172.79051598
0.0004250850378324874	501	50	0	0	15878052.55391178
0.0003975675736308714	501	50	0	0	16014932.31730757
0.0003718314255631489	501	50	0	0	16151812.08070336
0.0003477612818712002	501	50	0	0	16288691.84409915
0.0003252492953911306	501	50	0	0	16425571.60749494
1.000000000000001	501	50	0.5	0	0
0.9665264571368655	501	50	0.5	0	136879.7633957911
0.9340418244131978	501	50	0.5	0	273759.5267915823
0.9026489893901707	501	50	0.5	0	410639.2901873735
0.8723112571096838	501	50	0.5	0	547519.0535831646
0.8429931659197033	501	50	0.5	0	684398.8169789558
0.8146604460225738	501	50	0.5	0	821278.580374747
0.7872799794167307	501	50	0.5	0	958158.3437705381
0.7608197611858321	501	50	0.5	0	1095038.107166329
0.7352488620880272	501	50	0.5	0	1231917.870562121
0.7105373924031573	501	50	0.5	0	1368797.633957912
0.6866564669944775	501	50	0.5	0	1505677.397353703
0.6635781715451137	501	50	0.5	0	1642557.160749494
0.6412755299289983	501	50	0.5	0	1779436.924145285
0.6197224726789622	501	50	0.5	0	1916316.687541076
0.5988938065136582	501	50	0.5	0	2053196.450936867
0.5787651848900441	501	50	0.5	0	2190076.214332658
0.5593130795434681	501	50	0.5	0	2326955.97772845
0.5405147529873026	501	50	0.5	0	2463835.741124241
0.5223482319336628	501	50	0.5	0	2600715.504520032
0.5047922816097186	501	50	0.5	0	2737595.267915823
0.4878263809364833	501	50	0.5	0	2874475.031311614
0.4714306985413056	501	50	0.5	0	3011354.794707405
0.4555860695776425	501	50	0.5	0	3148234.558103197
0.4402739733232323	501	50	0.5	0	3285114.321498988
0.4254765115304026	501	50	0.5	0	3421994.084894779
0.4111763875063778	501	50	0.5	0	3558873.84829057
0.3973568858941401	501	50	0.5	0	3695753.611686361
0.3840018531340718	501	50	0.5	0	3832633.375082152
0.3710956785827939	501	50	0.5	0	3969513.138477944
0.3586232762651354	501	50	0.5	0	4106392.901873735
0.3465700672404657	501	50	0.5	0	4243272.665269526
0.3349219625618238	501	50	0.5	0	4380152.428665317
0.3236653468069461	501	50	0.5	0	4517032.192061109
0.3127870621631418	501	50	0.5	0	4653911.955456899
0.3022743930476502	501	50	0.5	0	4790791.71885269
0.2921150512442336	501	50	0.5	0	4927671.482248482
0.2822971615395444	501	50	0.5	0	5064551.245644273
0.2728092478420622	501	50	0.5	0	5201431.009040063
0.2636402197679578	501	50	0.5	0	5338310.772435855
0.2547793596775463	501	50	0.5	0	5475190.535831646
0.2462163101472126	501	50	0.5	0	5612070.299227437
0.2379410618632634	501	50	0.5	0	5748950.062623229
0.2299439419214772	501	50	0.5	0	5885829.82601902
0.2222156025208638	501	50	0.5	0	6022709.589414811
0.2147470100367462	501	50	0.5	0	6159589.352810603
0.2075294344617896	501	50	0.5	0	6296469.116206394
0.2005544392010986	501	50	0.5	0	6433348.879602185
0.1938138712109297	501	50	0.5	0	6570228.642997976
0.187299851468721	501	50	0.5	0	6707108.406393766
0.181004765763335	501	50	0.5	0	6843988.169789557
0.1749212557945116	501	50	0.5	0	6980867.933185349
0.1690422105721514	501	50	0.5	0	7117747.69658114
0.1633607581041297	501	50	0.5	0	7254627.459976931
0.1578702573637143	501	50	0.5	0	7391507.223372723
0.1525642905268007	501	50	0.5	0	7528386.986768514
0.1474366554703643	501	50	0.5	0	7665266.750164305
0.1424813585226312	501	50	0.5	0	7802146.513560097
0.1376926074569384	501	50	0.5	0	7939026.276955888
0.1330648047216804	501	50	0.5	0	8075906.040351678
0.1285925408969852	501	50	0.5	0	8212785.80374747
0.1242705883717772	501	50	0.5	0	8349665.567143261
0.120093895233259	501	50	0.5	0	8486545.330539051
0.1160575793618659	501	50	0.5	0	8623425.093934843
0.1121569227243253	501	50	0.5	0	8760304.857330633
0.1083873658588649	501	50	0.5	0	8897184.620726425
0.1047445025457474	501	50	0.5	0	9034064.384122217
0.101224074656842	501	50	0.5	0	9170944.147518007
0.09782196717829202	501	50	0.5	0	9307823.910913799
0.09453420340044302	501	50	0.5	0	9444703.674309589
0.091356940269539	501	50	0.5	0	9581583.437705381
0.0882864638955739	501	50	0.5	0	9718463.201101173
0.08531918521120538	501	50	0.5	0	9855342.964496965
0.08245163577639403	501	50	0.5	0	9992222.727892755
0.07968046372422384	501	50	0.5	0	10129102.49128855
0.07700242984295681	501	50	0.5	0	10265982.25468434
0.07441440378963253	501	50	0.5	0	10402862.01808013
0.07191336043108067	501	50	0.5	0	10539741.78147592
0.06949637630790864	501	50	0.5	0	10676621.54487171
0.0671606262171166	501	50	0.5	0	10813501.3082675
0.0649033799099418	501	50	0.5	0	10950381.07166329
0.06272199890029315	501	50	0.5	0	11087260.83505908
0.06061393338084419	501	50	0.5	0	11224140.59845487
0.05857671924222931	501	50	0.5	0	11361020.36185067
0.05660797519319824	501	50	0.5	0	11497900.12524646
0.05470539997676515	501	50	0.5	0	11634779.88864225
0.05286676968047715	501	50	0.5	0	11771659.65203804
0.05108993513685607	501	50	0.5	0	11908539.41543383
0.04937281941121888	501	50	0.5	0	12045419.17882962
0.04771341537395985	501	50	0.5	0	12182298.94222541
0.04610978335442466	501	50	0.5	0	12319178.70562121
0.04456004887361114	501	50	0.5	0	12456058.469017
0.04306240045321093	501	50	0.5	0	12592938.23241279
0.0416150874980677	501	50	0.5	0	12729817.99580858
0.04021641824991069	501	50	0.5	0	12866697.75920437
0.03886475780994482	501	50	0.5	0	13003577.52260016
0.03755852622775449	501	50	0.5	0	13140457.28599595
0.0362961966545341	501	50	0.5	0	13277337.04939174
0.03507629355838186	501	50	0.5	0	13414216.81278753
0.03389739099950267	501	50	0.5	0	13551096.57618332
0.03275811096347635	501	50	0.5	0	13687976.33957911
0.0316571217505066	501	50	0.5	0	13824856.10297491
0.03059313641874593	501	50	0.5	0	13961735.8663707
0.0295649112800669	501	50	0.5	0	14098615.62976649
0.02857124444629259	501	50	0.5	0	14235495.39316228
0.02761097442425482	501	50	0.5	0	14372375.15655807
0.02668297875823318	501	50	0.5	0	14509254.91995386
0.02578617271786768	501	50	0.5	0	14646134.68334965
0.02491950803021121	501	50	0.5	0	14783014.44674545
0.02408197165443575	501	50	0.5	0	14919894.21014124
0.02327258459764964	501	50	0.5	0	15056773.97353703
0.02249040077061182	501	50	0.5	0	15193653.73693282
0.02173450588182513	501	50	0.5	0	15330533.50032861
0.02100401636880192	501	50	0.5	0	15467413.2637244
0.02029807836531001	501	50	0.5	0	15604293.02712019
0.0196158667033007	501	50	0.5	0	15741172.79051598
0.01895658394832792	501	50	0.5	0	15878052.55391178
0.01831945946745988	501	50	0.5	0	16014932.31730757
0.0177037485284549	501	50	0.5	0	16151812.08070336
0.01710873142931001	501	50	0.5	0	16288691.84409915
0.01653371265694553	501	50	0.5	0	16425571.60749494
1	501	50	0	-1	0
0.9831588026188468	501	50	0	-1	136879.7633957911
0.9664963435345322	501	50	0	-1	273759.5267915823
0.950116277839718	501	50	0	-1	410639.2901873735
0.9340138195590444	501	50	0	-1	547519.0535831646
0.918184263837754	501	50	0	-1	684398.8169789558
0.9026229855519702	501	50	0	-1	821278.580374747
0.8873254379653868	501	50	0	-1	958158.3437705381
0.8722871514054374	501	50	0	-1	1095038.107166329
0.857503731948721	501	50	0	-1	1231917.870562121
0.8429708601350921	501	50	0	-1	1368797.633957912
0.8286842897135659	501	50	0	-1	1505677.397353703
0.814639846397612	501	50	0	-1	1642557.160749494
0.8008334266468791	501	50	0	-1	1779436.924145285
0.7872609964654285	501	50	0	-1	1916316.687541076
0.7739185902252214	501	50	0	-1	2053196.450936867
0.7608023095067196	501	50	0	-1	2190076.214332658
0.7479083219635366	501	50	0	-1	2326955.97772845
0.7352328601959027	501	50	0	-1	2463835.741124241
0.7227722206542863	501	50	0	-1	2600715.504520032
0.7105227625571698	501	50	0	-1	2737595.267915823
0.6984809068254721	501	50	0	-1	2874475.031311614
0.6866431350426835	501	50	0	-1	3011354.794707405
0.6750059884169189	501	50	0	-1	3148234.558103197
0.663566066773579	501	50	0	-1	3285114.321498988
0.652320027569292	501	50	0	-1	3421994.084894779
0.6412645849081223	501	50	0	-1	3558873.84829057
0.6303965085803446	501	50	0	-1	3695753.611686361
0.6197126231259201	501	50	0	-1	3832633.375082152
0.6092098068967665	501	50	0	-1	3969513.138477944
0.5988849911548795	501	50	0	-1	4106392.901873735
0.5887351591695764	501	50	0	-1	4243272.665269526
0.5787573453361253	501	50	0	-1	4380152.428665317
0.5689486343117202	501	50	0	-1	4517032.192061109
0.5593061601610027	501	50	0	-1	4653911.955456899
0.5498271055226903	501	50	0	-1	4790791.71885269
0.5405087007807354	501	50	0	-1	4927671.482248482
0.5313482232596797	501	50	0	-1	5064551.245644273
0.5223429964282635	501	50	0	-1	5201431.009040063
0.513490389115517	501	50	0	-1	5338310.772435855
0.5047878147439844	501	50	0	-1	5475190.535831646
0.4962327305723137	501	50	0	-1	5612070.299227437
0.4878226369566824	501	50	0	-1	5748950.062623229
0.4795550766121769	501	50	0	-1	5885829.82601902
0.4714276339041354	501	50	0	-1	6022709.589414811
0.4634379341316722	501	50	0	-1	6159589.352810603
0.4555836428458387	501	50	0	-1	6296469.116206394
0.4478624651619199	501	50	0	-1	6433348.879602185
0.4402721450809927	501	50	0	-1	6570228.642997976
0.4328104648495461	501	50	0	-1	6707108.406393766
0.4254752442904774	501	50	0	-1	6843988.169789557
0.4182643401815817	501	50	0	-1	6980867.933185349
0.411175645621939	501	50	0	-1	7117747.69658114
0.4042070894193333	501	50	0	-1	7254627.459976931
0.3973566354831485	501	50	0	-1	7391507.223372723
0.390622282229289	501	50	0	-1	7528386.986768514
0.3840020619978909	501	50	0	-1	7665266.750164305
0.3774940404766065	501	50	0	-1	7802146.513560097
0.3710963161348478	501	50	0	-1	7939026.276955888
0.3648070196675389	501	50	0	-1	8075906.040351678
0.3586243134530107	501	50	0	-1	8212785.80374747
0.3525463910121037	501	50	0	-1	8349665.567143261
0.3465714764817458	501	50	0	-1	8486545.330539051
0.3406978240958823	501	50	0	-1	8623425.093934843
0.3349237176762226	501	50	0	-1	8760304.857330633
0.3292474701288852	501	50	0	-1	8897184.620726425
0.3236674229536298	501	50	0	-1	9034064.384122217
0.3181819457582688	501	50	0	-1	9170944.147518007
0.3127894357815176	501	50	0	-1	9307823.910913799
0.3074883174260318	501	50	0	-1	9444703.674309589
0.3022770417966045	501	50	0	-1	9581583.437705381
0.2971540862505576	501	50	0	-1	9718463.201101173
0.2921179539483363	501	50	0	-1	9855342.964496965
0.2871671734210201	501	50	0	-1	9992222.727892755
0.2823002981369562	501	50	0	-1	10129102.49128855
0.2775159060792023	501	50	0	-1	10265982.25468434
0.2728125993318494	501	50	0	-1	10402862.01808013
0.2681890036708606	501	50	0	-1	10539741.78147592
0.2636437681625484	501	50	0	-1	10676621.54487171
0.2591755647671544	501	50	0	-1	10813501.3082675
0.254783087954395	501	50	0	-1	10950381.07166329
0.250465054318603	501	50	0	-1	11087260.83505908
0.2462202022067209	501	50	0	-1	11224140.59845487
0.2420472913455404	501	50	0	-1	11361020.36185067
0.2379451024845813	501	50	0	-1	11497900.12524646
0.2339124370358283	501	50	0	-1	11634779.88864225
0.229948116723846	501	50	0	-1	11771659.65203804
0.2260509832442251	501	50	0	-1	11908539.41543383
0.2222198979208004	501	50	0	-1	12045419.17882962
0.2184537413783571	501	50	0	-1	12182298.94222541
0.2147514132113446	501	50	0	-1	12319178.70562121
0.2111118316642968	501	50	0	-1	12456058.469017
0.2075339333142161	501	50	0	-1	12592938.23241279
0.2040166727617409	501	50	0	-1	12729817.99580858
0.2005590223253057	501	50	0	-1	12866697.75920437
0.1971599717395078	501	50	0	-1	13003577.52260016
0.1938185278609831	501	50	0	-1	13140457.28599595
0.1905337143786292	501	50	0	-1	13277337.04939174
0.1873045715266095	501	50	0	-1	13414216.81278753
0.1841301558053569	501	50	0	-1	13551096.57618332
0.1810095397064335	501	50	0	-1	13687976.33957911
0.1779418114396012	501	50	0	-1	13824856.10297491
0.1749260746694511	501	50	0	-1	13961735.8663707
0.1719614482495244	501	50	0	-1	14098615.62976649
0.1690470659673537	501	50	0	-1	14235495.39316228
0.1661820762917197	501	50	0	-1	14372375.15655807
0.1633656421222936	501	50	0	-1	14509254.91995386
0.1605969405462539	501	50	0	-1	14646134.68334965
0.1578751625966888	501	50	0	-1	14783014.44674545
0.155199513017838	501	50	0	-1	14919894.21014124
0.1525692100309999	501	50	0	-1	15056773.97353703
0.1499834851078309	501	50	0	-1	15193653.73693282
0.1474415827448455	501	50	0	-1	15330533.50032861
0.1449427602422385	501	50	0	-1	15467413.2637244
0.1424862874876594	501	50	0	-1	15604293.02712019
0.140071446742749	501	50	0	-1	15741172.79051598
0.1376975324329327	501	50	0	-1	15878052.55391178
0.1353638509419742	501	50	0	-1	16014932.31730757
0.1330697204088879	501	50	0	-1	16151812.08070336
0.1308144705283507	501	50	0	-1	16288691.84409915
0.1285974423564687	501	50	0	-1	16425571.60749494
1	501	50	0	-1	0
1.000000000000001	501	50	0.5	0	0
0.999999987859982	501	50	0	-1	16.88686394038963
0.9999999292596841	501	50	0.5	0	16.88686394038963
0.999999935975607	501	50	0	-1	33.77372788077926
0.9999997190670968	501	50	0.5	0	33.77372788077926
0.9999998517398306	501	50	0	-1	50.66059182116889
0.9999993805351652	501	50	0.5	0	50.66059182116889
0.9999997348670085	501	50	0	-1	67.54745576155852
0.9999989097746561	501	50	0.5	0	67.54745576155852
0.999999584856352	501	50	0	-1	84.43431970194816
0.9999983177039702	501	50	0.5	0	84.43431970194816
0.9999994009897866	501	50	0	-1	101.3211836423378
0.9999976002483925	501	50	0.5	0	101.3211836423378
0.9999991823439016	501	50	0	-1	118.2080475827274
0.9999967681420404	501	50	0.5	0	118.2080475827274
0.9999989352432663	501	50	0	-1	135.094911523117
0.9999958245819907	501	50	0.5	0	135.094911523117
0.9999986509156185	501	50	0	-1	151.9817754635067
0.999994772681031	501	50	0.5	0	151.9817754635067
0.999998342749423	501	50	0	-1	168.8686394038963
0.999993615469341	501	50	0.5	0	168.8686394038963
0.9999980015973717	501	50	0	-1	185.7555033442859
0.9999923558947251	501	50	0.5	0	185.7555033442859
0.9999976330330682	501	50	0	-1	202.6423672846755
0.9999909968271395	501	50	0.5	0	202.6423672846755
0.9999972350067964	501	50	0	-1	219.5292312250652
0.9999895410586577	501	50	0.5	0	219.5292312250652
0.9999968052999239	501	50	0	-1	236.4160951654548
0.999987998756672	501	50	0.5	0	236.4160951654548
0.9999963489799336	501	50	0	-1	253.3029591058445
0.9999863651140498	501	50	0.5	0	253.3029591058445
0.9999958635054892	501	50	0	-1	270.1898230462341
0.999984642700943	501	50	0.5	0	270.1898230462341
0.9999953536312454	501	50	0	-1	287.0766869866237
0.9999828414678325	501	50	0.5	0	287.0766869866237
0.9999948165120853	501	50	0	-1	303.9635509270134
0.9999809563955016	501	50	0.5	0	303.9635509270134
0.9999942491588331	501	50	0	-1	320.8504148674029
0.9999789972969499	501	50	0.5	0	320.8504148674029
0.9999936558911171	501	50	0	-1	337.7372788077926
0.9999769590184933	501	50	0.5	0	337.7372788077926
0.9999930408939915	501	50	0	-1	354.6241427481822
0.9999748512426448	501	50	0.5	0	354.6241427481822
0.9999924007704182	501	50	0	-1	371.5110066885719
0.9999726761376878	501	50	0.5	0	371.5110066885719
0.9999917319942604	501	50	0	-1	388.3978706289615
0.9999704283604471	501	50	0.5	0	388.3978706289615
0.999991038367618	501	50	0	-1	405.2847345693511
0.9999681174071029	501	50	0.5	0	405.2847345693511
0.999990323571738	501	50	0	-1	422.1715985097408
0.999965745264198	501	50	0.5	0	422.1715985097408
0.9999895837221071	501	50	0	-1	439.0584624501304
0.9999633064109074	501	50	0.5	0	439.0584624501304
0.9999888222721363	501	50	0	-1	455.94532639052
0.9999608101708332	501	50	0.5	0	455.94532639052
0.9999880351151257	501	50	0	-1	472.8321903309097
0.9999582583609246	501	50	0.5	0	472.8321903309097
0.9999556527447623	501	50	0.5	0	489.7190542712993
0.9999872329401732	501	50	0	-1	489.7190542712993
