G1	D	p	lam	q	tau
0.9999529950340353	501	50	0.5	0	506.6059182116889
0.999986403983976	501	50	0	-1	506.6059182116889
0.9999502794389898	501	50	0.5	0	523.4927821520785
0.9999855512843024	501	50	0	-1	523.4927821520785
0.9999475150202015	501	50	0.5	0	540.3796460924682
0.9999846777840594	501	50	0	-1	540.3796460924682
0.9999447033392804	501	50	0.5	0	557.2665100328578
0.9999837863330268	501	50	0	-1	557.2665100328578
0.9999418459108332	501	50	0.5	0	574.1533739732474
0.9999828722400848	501	50	0	-1	574.1533739732474
0.9999389442037415	501	50	0.5	0	591.040237913637
0.9999819381790518	501	50	0	-1	591.040237913637
0.9999359996414164	501	50	0.5	0	607.9271018540268
0.9999809867374764	501	50	0	-1	607.9271018540268
0.9999330136038714	501	50	0.5	0	624.8139657944163
0.9999800129745531	501	50	0	-1	624.8139657944163
0.9999299874287239	501	50	0.5	0	641.7008297348059
0.9999790267693187	501	50	0	-1	641.7008297348059
0.999926922412512	501	50	0.5	0	658.5876936751956
0.9999780155741975	501	50	0	-1	658.5876936751956
0.9999238123610593	501	50	0.5	0	675.4745576155852
0.999976989118742	501	50	0	-1	675.4745576155852
0.9999206659415193	501	50	0.5	0	692.3614215559749
0.9999759421601951	501	50	0	-1	692.3614215559749
0.9999174843329598	501	50	0.5	0	709.2482854963644
0.999974876836796	501	50	0	-1	709.2482854963644
0.9999142686778726	501	50	0.5	0	726.1351494367541
0.9999737952207497	501	50	0	-1	726.1351494367541
0.9999110200824931	501	50	0.5	0	743.0220133771437
0.9999726993179728	501	50	0	-1	743.0220133771437
0.9999077396183647	501	50	0.5	0	759.9088773175333
0.9999715836232624	501	50	0	-1	759.9088773175333
0.999904428323384	501	50	0.5	0	776.7957412579231
0.9999704500202422	501	50	0	-1	776.7957412579231
0.9999010872029936	501	50	0.5	0	793.6826051983127
0.9999693003333673	501	50	0	-1	793.6826051983127
0.9998977172298352	501	50	0.5	0	810.5694691387022
0.9999681363314349	501	50	0	-1	810.5694691387022
0.9998943193461889	501	50	0.5	0	827.4563330790919
0.9999669597273982	501	50	0	-1	827.4563330790919
0.9998908944644541	501	50	0.5	0	844.3431970194815
0.9999657647308445	501	50	0	-1	844.3431970194815
0.9998874434678844	501	50	0.5	0	861.2300609598711
0.9999645529506045	501	50	0	-1	861.2300609598711
0.9998839672114235	501	50	0.5	0	878.1169249002608
0.9999633259449583	501	50	0	-1	878.1169249002608
0.9998804665224649	501	50	0.5	0	895.0037888406504
0.9999620852239426	501	50	0	-1	895.0037888406504
0.9998769422021728	501	50	0.5	0	911.89065278104
0.9999608322518603	501	50	0	-1	911.89065278104
0.9998733950258973	501	50	0.5	0	928.7775167214296
0.999959560996793	501	50	0	-1	928.7775167214296
0.9998698257439556	501	50	0.5	0	945.6643806618193
0.9999582802840521	501	50	0	-1	945.6643806618193
0.9998662350825304	501	50	0.5	0	962.551244602209
0.9999569839955821	501	50	0	-1	962.551244602209
0.9998626237445138	501	50	0.5	0	979.4381085425986
0.9999556734232001	501	50	0	-1	979.4381085425986
0.9998589924098684	501	50	0.5	0	996.3249724829882
0.9999543498184713	501	50	0	-1	996.3249724829882
0.9998553417366518	501	50	0.5	0	1013.211836423378
0.9999530143947031	501	50	0	-1	1013.211836423378
0.9998516723615717	501	50	0.5	0	1030.098700363767
0.9999516608782084	501	50	0	-1	1030.098700363767
0.9998479849007152	501	50	0.5	0	1046.985564304157
0.9999502978598147	501	50	0	-1	1046.985564304157
0.9998442799502075	501	50	0.5	0	1063.872428244547
0.9999489264449997	501	50	0	-1	1063.872428244547
0.9998405580866994	501	50	0.5	0	1080.759292184936
0.9999475402555731	501	50	0	-1	1080.759292184936
0.9998368198680339	501	50	0.5	0	1097.646156125326
0.9999461403307452	501	50	0	-1	1097.646156125326
0.9998330658342333	501	50	0.5	0	1114.533020065716
0.9999447276781697	501	50	0	-1	1114.533020065716
0.9998292965072259	501	50	0.5	0	1131.419884006105
0.9999433032751024	501	50	0	-1	1131.419884006105
0.9998255123920522	501	50	0.5	0	1148.306747946495
0.9999418680689903	501	50	0	-1	1148.306747946495
0.9998217139773697	501	50	0.5	0	1165.193611886884
0.9999404229788359	501	50	0	-1	1165.193611886884
0.9998179017358697	501	50	0.5	0	1182.080475827274
0.9999389688955057	501	50	0	-1	1182.080475827274
0.9998140761246064	501	50	0.5	0	1198.967339767664
0.999937499233441	501	50	0	-1	1198.967339767664
0.9998102375857983	501	50	0.5	0	1215.854203708054
0.9999360222812339	501	50	0	-1	1215.854203708054
0.9998063865471035	501	50	0.5	0	1232.741067648443
0.9999345314020145	501	50	0	-1	1232.741067648443
0.9998025234222033	501	50	0.5	0	1249.627931588833
0.9999330348346992	501	50	0	-1	1249.627931588833
0.999798648611236	501	50	0.5	0	1266.514795529222
0.9999315258942434	501	50	0	-1	1266.514795529222
0.9997947625011334	501	50	0.5	0	1283.401659469612
0.9999300053222751	501	50	0	-1	1283.401659469612
0.9997908654661497	501	50	0.5	0	1300.288523410002
0.9999284738399898	501	50	0	-1	1300.288523410002
0.9997869578682951	501	50	0.5	0	1317.175387350391
0.9999269321459443	501	50	0	-1	1317.175387350391
0.9997830400575752	501	50	0.5	0	1334.062251290781
0.99992538091845	501	50	0	-1	1334.062251290781
0.9997791123725189	501	50	0.5	0	1350.94911523117
0.9999238208154613	501	50	0	-1	1350.94911523117
0.9997751751405314	501	50	0.5	0	1367.83597917156
0.9999222524754805	501	50	0	-1	1367.83597917156
0.9997712286782191	501	50	0.5	0	1384.72284311195
0.9999206765179877	501	50	0	-1	1384.72284311195
0.9997672732917731	501	50	0.5	0	1401.609707052339
0.9999190935445453	501	50	0	-1	1401.609707052339
0.9997633092772696	501	50	0.5	0	1418.496570992729
0.9999174966889366	501	50	0	-1	1418.496570992729
0.9997593369210349	501	50	0.5	0	1435.383434933119
0.9999158939672916	501	50	0	-1	1435.383434933119
0.9997553565000278	501	50	0.5	0	1452.270298873508
0.9999142859301283	501	50	0	-1	1452.270298873508
0.9997513682819124	501	50	0.5	0	1469.157162813898
0.9999126656611215	501	50	0	-1	1469.157162813898
0.9997473725255538	501	50	0.5	0	1486.044026754287
0.9999110411288468	501	50	0	-1	1486.044026754287
0.9997433694813576	501	50	0.5	0	1502.930890694677
0.9999094053865958	501	50	0	-1	1502.930890694677
0.9997393593914198	501	50	0.5	0	1519.817754635067
0.9999077589231727	501	50	0	-1	1519.817754635067
0.9997353424898192	501	50	0.5	0	1536.704618575456
0.9999061096628354	501	50	0	-1	1536.704618575456
0.9997313190028804	501	50	0.5	0	1553.591482515846
0.9999044506165448	501	50	0	-1	1553.591482515846
0.9997272891494694	501	50	0.5	0	1570.478346456236
0.9999027822316353	501	50	0	-1	1570.478346456236
0.9997232531412483	501	50	0.5	0	1587.365210396625
0.9999011049429073	501	50	0	-1	1587.365210396625
0.9997192111828268	501	50	0.5	0	1604.252074337015
0.9998994266224265	501	50	0	-1	1604.252074337015
0.9997151634720861	501	50	0.5	0	1621.138938277404
0.999897740230194	501	50	0	-1	1621.138938277404
0.9997111102003351	501	50	0.5	0	1638.025802217794
0.9998960461646916	501	50	0	-1	1638.025802217794
0.9997070515525974	501	50	0.5	0	1654.912666158184
0.9998943448127888	501	50	0	-1	1654.912666158184
0.9997029877076948	501	50	0.5	0	1671.799530098574
0.9998926365505131	501	50	0	-1	1671.799530098574
0.9996989188385874	501	50	0.5	0	1688.686394038963
0.9998909217430126	501	50	0	-1	1688.686394038963
0.9996948451124971	501	50	0.5	0	1705.573257979353
0.9998892007450978	501	50	0	-1	1705.573257979353
0.999690766691107	501	50	0.5	0	1722.460121919742
0.9998874739017927	501	50	0	-1	1722.460121919742
0.999686683730775	501	50	0.5	0	1739.346985860132
0.9998857415483388	501	50	0	-1	1739.346985860132
0.9996825963826093	501	50	0.5	0	1756.233849800522
0.9998839965606677	501	50	0	-1	1756.233849800522
0.9996785047927583	501	50	0.5	0	1773.120713740911
0.9998822467052476	501	50	0	-1	1773.120713740911
0.9996744091025693	501	50	0.5	0	1790.007577681301
0.9998804922896637	501	50	0	-1	1790.007577681301
0.9996703094486207	501	50	0.5	0	1806.89444162169
0.9998787336131498	501	50	0	-1	1806.89444162169
0.9996662059629838	501	50	0.5	0	1823.78130556208
0.9998769709665831	501	50	0	-1	1823.78130556208
0.9996620987733916	501	50	0.5	0	1840.66816950247
0.999875197182911	501	50	0	-1	1840.66816950247
0.9996579880033316	501	50	0.5	0	1857.555033442859
0.9998734199867971	501	50	0	-1	1857.555033442859
0.999653873772177	501	50	0.5	0	1874.441897383249
0.9998716396453338	501	50	0	-1	1874.441897383249
0.9996497561953445	501	50	0.5	0	1891.328761323639
0.9998698489689668	501	50	0	-1	1891.328761323639
0.9996456353844265	501	50	0.5	0	1908.215625264028
0.9998680556601599	501	50	0	-1	1908.215625264028
0.9996415114473486	501	50	0.5	0	1925.102489204418
0.9998662599648187	501	50	0	-1	1925.102489204418
0.9996373844884092	501	50	0.5	0	1941.989353144807
0.9998644546723964	501	50	0	-1	1941.989353144807
0.999633254608469	501	50	0.5	0	1958.876217085197
0.9998626474651644	501	50	0	-1	1958.876217085197
0.9996291219050474	501	50	0.5	0	1975.763081025587
0.9998608311194291	501	50	0	-1	1975.763081025587
0.9996249864724415	501	50	0.5	0	1992.649944965976
0.9998590133053172	501	50	0	-1	1992.649944965976
0.9996208484017927	501	50	0.5	0	2009.536808906366
0.9998571867873675	501	50	0	-1	2009.536808906366
0.9996167077812314	501	50	0.5	0	2026.423672846756
0.9998553592236132	501	50	0	-1	2026.423672846756
