G2	D	p	lam	q	t
0.9999989680394485	501	50	0	-1	5187.644602487694
1.000000000245749	501	50	0.5	0	8105.694691387022
0.9999981415862009	501	50	0	-1	5268.701549401565
0.9999972987901276	501	50	0	-1	5349.758496315435
0.999996440064842	501	50	0	-1	5430.815443229305
0.9999955674971764	501	50	0	-1	5511.872390143175
0.9999946773967037	501	50	0	-1	5592.929337057045
1.000001407060451	501	50	0	-1	5673.986283970915
1.00000049368308	501	50	0	-1	5755.043230884787
0.9999995761353807	501	50	0	-1	5836.100177798657
0.9999986430174613	501	50	0	-1	5917.157124712527
0.9999977067853134	501	50	0	-1	5998.214071626397
0.9999967564454547	501	50	0	-1	6079.271018540267
0.9999957997757244	501	50	0	-1	6160.327965454137
1.000002465833672	501	50	0	-1	6241.384912368007
1.000001495192568	501	50	0	-1	6322.441859281878
1.000000523642982	501	50	0	-1	6403.498806195748
0.9999995413175642	501	50	0	-1	6484.555753109618
0.9999985589125464	501	50	0	-1	6565.612700023488
0.9999975668300884	501	50	0	-1	6646.669646937358
0.9999965758670749	501	50	0	-1	6727.726593851228
1.000003202145306	501	50	0	-1	6808.783540765098
1.000002204105876	501	50	0	-1	6889.840487678969
1.000001196438469	501	50	0	-1	6970.89743459284
1.000000186620132	501	50	0	-1	7051.95438150671
0.9999991800416512	501	50	0	-1	7133.01132842058
0.9999981643168604	501	50	0	-1	7214.06827533445
0.9999971518983582	501	50	0	-1	7295.12522224832
0.9999961306886825	501	50	0	-1	7376.182169162191
1.00000273956335	501	50	0	-1	7457.239116076061
1.000001714157967	501	50	0	-1	7538.296062989931
1.000000693376327	501	50	0	-1	7619.353009903801
0.99999966605885	501	50	0	-1	7700.409956817672
0.9999986421205359	501	50	0	-1	7781.466903731542
0.9999976117338751	501	50	0	-1	7862.523850645412
0.999996580012835	501	50	0	-1	7943.580797559282
1.000003177557778	501	50	0	-1	8024.637744473152
1.000002143891381	501	50	0	-1	8105.694691387022
0.9999464687704688	501	4.15	0.5	0	0
0.9999464687774855	501	4.15	0	-1	0
0.999957848545149	501	4.15	0.5	0	976.5897218538579
0.9999527887441861	501	4.15	0	-1	976.5897218538579
0.9999659439381064	501	4.15	0.5	0	1953.179443707716
0.9999578447958288	501	4.15	0	-1	1953.179443707716
0.9999621656606233	501	4.15	0	-1	2929.769165561574
0.9999722571246628	501	4.15	0.5	0	2929.769165561574
0.9999659413940584	501	4.15	0	-1	3906.358887415432
0.999977312650236	501	4.15	0.5	0	3906.358887415432
0.9999814103333532	501	4.15	0.5	0	4882.94860926929
0.9999692804738276	501	4.15	0	-1	4882.94860926929
0.9999847521023744	501	4.15	0.5	0	5859.538331123148
0.9999722553142841	501	4.15	0	-1	5859.538331123148
0.9999874862256998	501	4.15	0.5	0	6836.128052977006
0.9999749186759879	501	4.15	0	-1	6836.128052977006
0.9999897270549603	501	4.15	0.5	0	7812.717774830863
0.9999773112626363	501	4.15	0	-1	7812.717774830863
0.9999915652862897	501	4.15	0.5	0	8789.307496684722
0.9999794657596039	501	4.15	0	-1	8789.307496684722
0.9999930739974313	501	4.15	0.5	0	9765.897218538579
0.999981409190979	501	4.15	0	-1	9765.897218538579
0.9999943125883574	501	4.15	0.5	0	10742.48694039244
0.9999831644190724	501	4.15	0	-1	10742.48694039244
0.9999953295652279	501	4.15	0.5	0	11719.0766622463
0.9999847511010266	501	4.15	0	-1	11719.0766622463
0.9999961646440974	501	4.15	0.5	0	12695.66638410015
0.9999861863639655	501	4.15	0	-1	12695.66638410015
0.9999968503878026	501	4.15	0.5	0	13672.25610595401
0.9999874852943955	501	4.15	0	-1	13672.25610595401
0.9999974135153517	501	4.15	0.5	0	14648.84582780787
0.9999886612495373	501	4.15	0	-1	14648.84582780787
0.9999978759558845	501	4.15	0.5	0	15625.43554966173
0.9999897261500009	501	4.15	0	-1	15625.43554966173
0.9999982557154932	501	4.15	0.5	0	16602.02527151558
0.9999906906741448	501	4.15	0	-1	16602.02527151558
0.9999985675757522	501	4.15	0.5	0	17578.61499336944
0.9999915643883061	501	4.15	0	-1	17578.61499336944
0.9999988236791274	501	4.15	0.5	0	18555.2047152233
0.9999923559396707	501	4.15	0	-1	18555.2047152233
0.9999990339909876	501	4.15	0.5	0	19531.79443707716
0.9999930730886182	501	4.15	0	-1	19531.79443707716
0.9999992067047362	501	4.15	0.5	0	20508.38415893102
0.9999937228848714	501	4.15	0	-1	20508.38415893102
0.9999993485360466	501	4.15	0.5	0	21484.97388078487
0.9999943116645129	501	4.15	0	-1	21484.97388078487
0.9999994650102189	501	4.15	0.5	0	22461.56360263873
0.9999948451736456	501	4.15	0	-1	22461.56360263873
0.9999995606600127	501	4.15	0.5	0	23438.15332449259
0.9999953286201899	501	4.15	0	-1	23438.15332449259
0.9999996392120314	501	4.15	0.5	0	24414.74304634645
0.9999957666984444	501	4.15	0	-1	24414.74304634645
0.999999703713027	501	4.15	0.5	0	25391.3327682003
0.9999961636650719	501	4.15	0	-1	25391.3327682003
0.9999997566871295	501	4.15	0.5	0	26367.92249005416
0.9999965233977208	501	4.15	0	-1	26367.92249005416
0.9999998001859481	501	4.15	0.5	0	27344.51221190802
0.9999968493849607	501	4.15	0	-1	27344.51221190802
0.9999998359126434	501	4.15	0.5	0	28321.10193376188
0.9999971447927491	501	4.15	0	-1	28321.10193376188
0.9999998652487392	501	4.15	0.5	0	29297.69165561574
0.9999974124808529	501	4.15	0	-1	29297.69165561574
0.9999998893428659	501	4.15	0.5	0	30274.28137746959
0.9999976550663083	501	4.15	0	-1	30274.28137746959
0.9999999091269335	501	4.15	0.5	0	31250.87109932345
0.9999978748908748	501	4.15	0	-1	31250.87109932345
0.9999999253698267	501	4.15	0.5	0	32227.46082117731
0.9999980741009368	501	4.15	0	-1	32227.46082117731
0.9999999387201916	501	4.15	0.5	0	33204.05054303117
0.9999982546367053	501	4.15	0	-1	33204.05054303117
0.9999999496771764	501	4.15	0.5	0	34180.64026488503
0.9999984182288927	501	4.15	0	-1	34180.64026488503
0.9999999586753449	501	4.15	0.5	0	35157.22998673889
0.9999985664673711	501	4.15	0	-1	35157.22998673889
0.9999999660573302	501	4.15	0.5	0	36133.81970859275
0.9999987008023756	501	4.15	0	-1	36133.81970859275
0.9999999721345437	501	4.15	0.5	0	37110.4094304466
0.9999988225605496	501	4.15	0	-1	37110.4094304466
0.9999999771146283	501	4.15	0.5	0	38086.99915230046
0.9999989328822257	501	4.15	0	-1	38086.99915230046
0.9999999812058662	501	4.15	0.5	0	39063.58887415432
0.9999990328431311	501	4.15	0	-1	39063.58887415432
0.9999999845722157	501	4.15	0.5	0	40040.17859600818
0.9999991234394296	501	4.15	0	-1	40040.17859600818
0.9999999873296808	501	4.15	0.5	0	41016.76831786204
0.9999992055476946	501	4.15	0	-1	41016.76831786204
0.9999999895957449	501	4.15	0.5	0	41993.35803971589
0.9999992799320913	501	4.15	0	-1	41993.35803971589
0.999999991453793	501	4.15	0.5	0	42969.94776156975
0.9999993473669373	501	4.15	0	-1	42969.94776156975
0.9999999929796666	501	4.15	0.5	0	43946.53748342361
0.9999994084593529	501	4.15	0	-1	43946.53748342361
0.9999999942357493	501	4.15	0.5	0	44923.12720527747
0.9999994638249674	501	4.15	0	-1	44923.12720527747
0.9999999952671573	501	4.15	0.5	0	45899.71692713132
0.9999995139936519	501	4.15	0	-1	45899.71692713132
0.9999999961117435	501	4.15	0.5	0	46876.30664898518
0.9999995594745936	501	4.15	0	-1	46876.30664898518
0.9999999968172602	501	4.15	0.5	0	47852.89637083904
0.9999996006623697	501	4.15	0	-1	47852.89637083904
0.999999997383521	501	4.15	0.5	0	48829.4860926929
0.9999996380156347	501	4.15	0	-1	48829.4860926929
0.9999999978513191	501	4.15	0.5	0	49806.07581454676
0.9999996718347193	501	4.15	0	-1	49806.07581454676
0.9999999982283553	501	4.15	0.5	0	50782.66553640061
0.9999997024961527	501	4.15	0	-1	50782.66553640061
0.9999999985495264	501	4.15	0.5	0	51759.25525825447
0.9999997302938786	501	4.15	0	-1	51759.25525825447
0.9999999988069356	501	4.15	0.5	0	52735.84498010833
0.9999997554632009	501	4.15	0	-1	52735.84498010833
0.9999999990141765	501	4.15	0.5	0	53712.43470196219
0.9999997782854615	501	4.15	0	-1	53712.43470196219
0.9999999991896423	501	4.15	0.5	0	54689.02442381604
0.9999997989636341	501	4.15	0	-1	54689.02442381604
0.9999999993291214	501	4.15	0.5	0	55665.6141456699
0.9999998176860359	501	4.15	0	-1	55665.6141456699
0.99999999945661	501	4.15	0.5	0	56642.20386752376
0.9999998346881052	501	4.15	0	-1	56642.20386752376
0.9999999995536587	501	4.15	0.5	0	57618.79358937762
0.9999998500717641	501	4.15	0	-1	57618.79358937762
0.9999999996315337	501	4.15	0.5	0	58595.38331123148
0.9999999996963574	501	4.15	0.5	0	59571.97303308533
0.9999998640075594	501	4.15	0	-1	58595.38331123148
0.9999999997551647	501	4.15	0.5	0	60548.56275493919
0.9999998766539537	501	4.15	0	-1	59571.97303308533
0.9999999998009113	501	4.15	0.5	0	61525.15247679305
0.9999998880980455	501	4.15	0	-1	60548.56275493919
0.9999999998346882	501	4.15	0.5	0	62501.74219864691
0.9999998984987442	501	4.15	0	-1	61525.15247679305
0.9999999998597482	501	4.15	0.5	0	63478.33192050076
0.9999999078691234	501	4.15	0	-1	62501.74219864691
0.9999999998800453	501	4.15	0.5	0	64454.92164235462
0.9999999164048198	501	4.15	0	-1	63478.33192050076
0.9999999999137397	501	4.15	0.5	0	65431.51136420848
0.9999999241142852	501	4.15	0	-1	64454.92164235462
0.9999999999324687	501	4.15	0.5	0	66408.10108606234
0.9999999311169202	501	4.15	0	-1	65431.51136420848
0.9999999999494844	501	4.15	0.5	0	67384.69080791619
0.9999999374776777	501	4.15	0	-1	66408.10108606234
0.9999999999573733	501	4.15	0.5	0	68361.28052977005
0.9999999432171383	501	4.15	0	-1	67384.69080791619
0.9999999999573103	501	4.15	0.5	0	69337.87025162391
0.9999999484344113	501	4.15	0	-1	68361.28052977005
0.9999999999741179	501	4.15	0.5	0	70314.45997347777
0.9999999531314228	501	4.15	0	-1	69337.87025162391
0.9999999999711828	501	4.15	0.5	0	71291.04969533163
0.9999999574140039	501	4.15	0	-1	70314.45997347777
0.9999999999708848	501	4.15	0.5	0	72267.63941718549
0.9999999612890249	501	4.15	0	-1	71291.04969533163
0.9999999999777895	501	4.15	0.5	0	73244.22913903934
0.9999999647884578	501	4.15	0	-1	72267.63941718549
0.9999999999967069	501	4.15	0.5	0	74220.8188608932
0.9999999679834273	501	4.15	0	-1	73244.22913903934
1.000000000005286	501	4.15	0.5	0	75197.40858274706
0.9999999708900549	501	4.15	0	-1	74220.8188608932
0.9999999999954486	501	4.15	0.5	0	76173.99830460091
0.9999999734746677	501	4.15	0	-1	75197.40858274706
1.000000000001475	501	4.15	0.5	0	77150.58802645477
0.9999999758717322	501	4.15	0	-1	76173.99830460091
0.999999999997073	501	4.15	0.5	0	78127.17774830863
0.9999999779807677	501	4.15	0	-1	77150.58802645477
1.000000000007541	501	4.15	0.5	0	79103.76747016249
0.9999999799367412	501	4.15	0	-1	78127.17774830863
1.000000000010718	501	4.15	0.5	0	80080.35719201635
0.9999999817000559	501	4.15	0	-1	79103.76747016249
1.000000000016837	501	4.15	0.5	0	81056.94691387021
1.000000000007886	501	4.15	0.5	0	82033.53663572407
0.9999999832954881	501	4.15	0	-1	80080.35719201635
1.000000000003396	501	4.15	0.5	0	83010.12635757793
0.9999999847582135	501	4.15	0	-1	81056.94691387021
1.000000000008207	501	4.15	0.5	0	83986.71607943178
0.9999999860727897	501	4.15	0	-1	82033.53663572407
1.000000000007048	501	4.15	0.5	0	84963.30580128563
0.9999999872628391	501	4.15	0	-1	83010.12635757793
1.000000000002832	501	4.15	0.5	0	85939.89552313949
0.9999999883102424	501	4.15	0	-1	83986.71607943178
1.000000000010117	501	4.15	0.5	0	86916.48524499337
0.9999999892814054	501	4.15	0	-1	84963.30580128563
0.9999999999975471	501	4.15	0.5	0	87893.07496684721
0.9999999902001372	501	4.15	0	-1	85939.89552313949
0.9999999999913098	501	4.15	0.5	0	88869.66468870107
0.999999991002158	501	4.15	0	-1	86916.48524499337
0.9999999999997168	501	4.15	0.5	0	89846.25441055493
0.9999999917200219	501	4.15	0	-1	87893.07496684721
0.9999999999962427	501	4.15	0.5	0	90822.84413240878
0.9999999923721713	501	4.15	0	-1	88869.66468870107
1.00000000000133	501	4.15	0.5	0	91799.43385426264
0.9999999929743714	501	4.15	0	-1	89846.25441055493
0.9999999999944291	501	4.15	0.5	0	92776.02357611651
0.999999993509453	501	4.15	0	-1	90822.84413240878
0.9999999999978303	501	4.15	0.5	0	93752.61329797037
0.9999999939967255	501	4.15	0	-1	91799.43385426264
1.000000000013491	501	4.15	0.5	0	94729.20301982421
0.9999999944493155	501	4.15	0	-1	92776.02357611651
1.000000000019105	501	4.15	0.5	0	95705.79274167807
0.9999999948713855	501	4.15	0	-1	93752.61329797037
1.000000000008713	501	4.15	0.5	0	96682.38246353195
0.9999999952003662	501	4.15	0	-1	94729.20301982421
1.000000000009981	501	4.15	0.5	0	97658.97218538579
0.9999999955376435	501	4.15	0	-1	95705.79274167807
0.999999995835981	501	4.15	0	-1	96682.38246353195
0.9999999961398497	501	4.15	0	-1	97658.97218538579
